Feature_ID,Clean_Feature_Name,Target,Diameter,Center_Latitude,Center_Longitude,Northern_Latitude,Southern_Latitude,Eastern_Longitude,Western_Longitude,Continent,Ethnicity,Feature_Type,Feature_Type_Code,Quad,Approval_Status,Approval_Date,Reference,Origin,number_of_papers_1970,number_of_citing_papers_1970,number_of_self_citations_1970,total_number_of_citations_1970,total_number_of_refereed_citations_1970,number_of_papers_1971_1980,number_of_citing_papers_1971_1980,number_of_self_citations_1971_1980,total_number_of_citations_1971_1980,total_number_of_refereed_citations_1971_1980,number_of_papers_1981_1990,number_of_citing papers_1981_1990,number_of_self_citations_1981_1990,total_number_of_citations_1981_1990,total_number_of_refereed_citations_1981_1990,number_of_papers_1991_2000,number_of_citing_papers_1991_2000,number_of_self_citations_1991_2000,total_number_of_citations_1991_2000,total_number_of_refereed_citations_1991_2000,number_of_papers_2001_2010,number_of_citing papers_2001_2010,number_of_self_citations_2001_2010,total_number_of_citations_2001_2010,total_number_of_refereed_citations_2001_2010,number_of_papers_2011_2015,number_of_citing papers_2011_2015,number_of_self_citations_2011_2015,total_number_of_citations_2011_2015,total_number_of_refereed_citations_2011_2015,number_of_papers_2016_2017,number_of_citing papers_2016_2017,number_of_self_citations_2016_2017,total_number_of_citations_2016_2017,total_number_of_refereed_citations_2016_2017,number_of_papers,number_of_citing papers,number_of_self-citations,total_number_of_citations,total_number_of_refereed citations,landing_site
310,Aonia Planum,Mars,563.45,-57.9,-78.67,-53.11,-62.15,-71.11,-88.24,Europe,Latin,"Planum, plana",PM,mc25,Approved,2003,57.0,Classical albedo feature name.,0,0,0,0,0,0,0,0,0,0,1,16,0,16,11,1,0,0,0,0,7,363,1,392,370,3,52,1,53,53,2,3,0,3,3,14,412,3,464,437,0
311,Aonia Terra,Mars,3873.48,-60.2,-97.05,-30.8,-80.54,-60.25,-162.88,Europe,Latin,"Terra, terrae",TA,mc25,Approved,1979,57.0,Classical albedo feature name.,0,0,0,0,0,0,0,0,0,0,1,16,0,16,11,3,0,0,0,0,7,388,1,418,389,6,89,1,94,92,3,6,0,6,6,20,470,5,534,498,0
15089,Aonia Tholus,Mars,53.69,-59.04,-80.04,-58.74,-59.37,-79.09,-80.86,Europe,Latin,"Tholus, tholi",TH,mc25,Approved,"Mar 4, 2013",57.0,Classical albedo feature name.,0,0,0,0,0,0,0,0,0,0,1,16,0,16,11,0,0,0,0,0,0,0,0,0,0,1,4,0,4,4,1,1,0,1,1,3,21,0,21,16,0
312,Aonium Sinus,Mars,0.0,-44.66,-105.0,-44.66,-44.66,-105.0,-105.0,Europe,Latin,Albedo Feature,AL,mc25,Approved,1958,60.0,"Named for Aonides, or Muses.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,123,2,152,132,1,8,0,8,6,0,0,0,0,0,4,128,4,160,138,0
319,Apia,Mars,10.06,-37.28,89.02,-37.2,-37.37,89.12,88.91,Oceania,Samoa,"Crater, craters",AA,mc28,Approved,1991,74.0,Town in Samoa.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6782,Apodis Catena,Mars,0.0,-26.93,103.2,-26.93,-26.93,103.2,103.2,Europe,Latin,"Catena, catenae",CA,mc22,Dropped,1991,57.0,Classical albedo name.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14307,Apollinaris Mons,Mars,275.4,-9.17,174.79,-6.88,-11.47,176.4,172.66,Europe,Greek,"Mons, montes",MO,mc23,Approved,"Sep 19, 2007",57.0,Classical albedo feature name. ,0,0,0,0,0,8,136,1,155,123,26,1029,16,1403,1146,10,393,8,487,366,21,641,10,771,668,16,191,11,214,185,3,6,0,6,6,84,1977,126,3036,2494,1
323,Apollinaris Patera,Mars,89.6,-8.57,174.18,-7.92,-9.22,174.91,173.43,Europe,Greek,"Patera, paterae",PE,mc23,Approved,1973,57.0,Classical albedo feature name.,0,0,0,0,0,8,128,0,133,101,40,1132,23,1588,1299,21,406,8,503,377,45,999,63,1432,1266,26,262,20,313,274,3,10,0,10,10,143,2412,239,3979,3327,1
324,Apollinaris Sulci,Mars,188.64,-11.06,177.47,-9.47,-12.65,178.8,176.21,Europe,Greek,"Sulcus, sulci",SU,mc23,Approved,1985,,"Albedo feature at 5S, 187W.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,3,2,0,2,2,0
325,Apollinaris Tholus,Mars,32.39,-17.64,175.75,-17.38,-17.91,176.04,175.47,Europe,Greek,"Tholus, tholi",TH,mc23,Approved,1997,57.0,Albedo feature name.,0,0,0,0,0,5,84,0,88,61,18,889,9,1124,948,8,356,4,417,316,5,205,0,213,183,3,24,1,24,21,2,4,0,4,4,41,1334,42,1870,1533,0
15694,Apollo Patera,Mars,24.0,17.94,-133.55,18.09,17.78,-133.36,-133.73,Europe,Greek,"Patera, paterae",PE,mc09,Approved,"Oct 16, 2017",174.0,"Greek god of light, poetry, music and arts, one of the Olympian gods, son of Zeus.",0,0,0,0,0,11,331,1,400,289,0,0,0,0,0,3,437,0,437,360,16,963,14,1087,894,8,133,0,139,115,2,5,1,6,6,59,2347,56,3076,2487,1
332,Apsus Vallis,Mars,121.56,34.91,134.99,35.78,33.99,135.52,134.66,Europe,Greek,"Vallis, valles",VA,mc07,Approved,1985,56.0,"Classical river in ancient Macedonia, present-day Greece.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,32,30,1,0,0,0,0,0,0,0,0,0,2,32,0,32,30,0
333,Apt,Mars,9.57,39.88,-9.47,39.96,39.8,-9.36,-9.57,Europe,France,"Crater, craters",AA,mc04,Approved,1976,36.0,Town in France.,1,0,0,0,0,8,385,0,385,319,0,0,0,0,0,7,340,0,340,317,8,190,1,191,169,0,0,0,0,0,1,11,0,11,11,45,1333,9,1454,1289,0
335,Arabia,Mars,0.0,19.78,30.0,19.78,19.78,30.0,30.0,Europe,Latin,Albedo Feature,AL,mc12,Approved,1958,60.0,Country bordering on Aeria (Egypt).,2,1,0,1,1,30,438,10,518,444,122,1490,98,2209,1820,128,1944,50,2501,2047,231,4180,551,9464,8330,134,1062,180,1706,1448,53,96,10,107,91,701,6653,2451,16507,14182,1
336,Arabia Terra,Mars,4851.74,21.25,5.72,45.36,-18.07,49.44,-29.69,Europe,Latin,"Terra, terrae",TA,mc12,Approved,1979,57.0,Classical albedo feature name.,0,0,0,0,0,1,12,0,12,11,24,748,1,817,619,37,523,5,563,467,187,3496,391,7638,6813,119,986,165,1578,1335,48,76,9,83,72,417,4684,1468,10692,9318,1
338,Arago,Mars,152.35,10.22,29.93,11.51,8.94,31.23,28.62,Europe,France,"Crater, craters",AA,mc12,Approved,1973,68.0,Dominique F.; French astronomer (1786-1853).,1,0,0,0,0,2,4,0,4,4,0,0,0,0,0,3,15,1,19,18,2,139,1,142,126,3,27,0,27,25,1,0,0,0,0,12,185,2,192,173,0
339,Aram Chaos,Mars,283.81,2.52,-22.39,5.17,0.34,-19.28,-23.55,Europe,Greek,"Chaos, chaoses",CH,mc11,Approved,1976,57.0,Classical albedo feature name.,0,0,0,0,0,2,15,0,15,15,6,171,1,176,144,4,6,0,6,5,62,1476,150,2855,2520,41,426,35,582,503,17,26,3,32,32,132,1881,449,3666,3219,0
15239,Aram Dorsum,Mars,83.31,7.8,-11.24,8.3,7.76,-10.76,-11.81,Asia,Syria,"Dorsum, dorsa",DO,mc11,Approved,"Apr 29, 2014",57.0,Classical albedo feature name.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,7,7,4,5,0,5,4,7,93,0,93,74,0
342,Arandas,Mars,24.76,42.41,-15.03,42.62,42.2,-14.74,-15.3,North America,Mexico,"Crater, craters",AA,mc04,Approved,1976,36.0,Town in Mexico.,0,0,0,0,0,8,191,1,197,150,6,313,2,344,291,0,0,0,0,0,2,71,0,74,59,0,0,0,0,0,0,0,0,0,0,16,490,10,615,500,0
346,Arcadia,Mars,0.0,44.66,-100.0,44.66,44.66,-100.0,-100.0,Europe,Greek,Albedo Feature,AL,mc03,Approved,1958,60.0,Mountainous region in southern Greece.,4,1,0,1,1,16,481,1,499,408,58,1314,31,1825,1486,37,290,3,304,258,47,1184,37,1667,1498,26,213,11,267,245,10,19,0,19,18,198,2965,232,4582,3914,1
347,Arcadia Dorsa,Mars,1952.65,55.9,-137.56,66.81,39.45,-114.42,-157.51,Europe,Greek,"Dorsum, dorsa",DO,mc02,Approved,2003,57.0,"Named for classical albedo feature at 45N, 120W.",0,0,0,0,0,1,4,0,4,4,5,461,2,548,479,0,0,0,0,0,6,300,1,339,288,2,13,0,13,13,1,2,0,2,2,15,740,4,906,786,0
348,Arcadia Planitia,Mars,1871.97,47.19,-175.69,64.2,33.88,-149.61,165.78,Europe,Greek,"Planitia, planitiae",PL,mc02,Approved,1973,57.0,"From classical albedo feature at 45N, 120W.",0,0,0,0,0,10,377,1,387,302,43,1151,19,1556,1286,25,218,3,229,192,37,1064,26,1426,1271,23,195,7,222,200,9,18,0,18,17,147,2599,152,3838,3268,1
352,Arda Valles,Mars,173.67,-20.4,-32.31,-19.47,-21.38,-30.86,-33.92,Europe,Bulgaria,"Vallis, valles",VA,mc19,Approved,1976,56.0,Ancient European river (Bulgaria).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,0,53,42,2,45,1,47,38,1,0,0,0,0,0,0,0,0,0,4,95,1,100,80,0
356,Arena Colles,Mars,580.12,24.63,82.93,29.5,19.75,87.02,79.66,Europe,Latin,"Collis, colles",CO,mc13,Approved,1985,57.0,"Classical albedo feature at 13N, 294W.",0,0,0,0,0,0,0,0,0,0,1,5,0,5,4,0,0,0,0,0,0,0,0,0,0,1,11,0,11,9,2,0,0,0,0,4,16,0,16,13,0
357,Arena Dorsum,Mars,372.03,12.71,68.94,15.65,9.68,69.03,68.06,Europe,Latin,"Dorsum, dorsa",DO,mc13,Approved,1976,57.0,Classical albedo feature name.,0,0,0,0,0,0,0,0,0,0,2,29,0,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,0,30,26,0
6783,Arena Rupes,Mars,375.0,13.35,70.5,15.82,10.87,72.0,69.0,Europe,Latin,"Rupes, rupēs",RU,mc13,Dropped,1976,57.0,Name changed in 1982 to Arnus Vallis.,0,0,0,0,0,0,0,0,0,0,2,29,0,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,29,1,30,26,0
358,Ares Vallis,Mars,1757.67,10.29,-25.61,20.82,0.33,-17.24,-36.0,Europe,Greek,"Vallis, valles",VA,mc11,Approved,1973,56.0,Word for 'Mars' in Greek.,0,0,0,0,0,12,438,8,490,424,26,479,4,572,504,79,877,76,1339,1128,69,2090,107,3357,2879,39,378,23,466,404,22,58,3,73,73,247,3369,650,6297,5412,1
362,Argas,Mars,3.55,23.33,-50.17,23.36,23.3,-50.14,-50.2,Europe,Russia,"Crater, craters",AA,mc10,Approved,1988,36.0,Town in Russia.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,Argentea Planum,Mars,1370.64,-72.49,-61.67,-63.86,-81.79,-22.11,-86.07,Europe,Latin,"Planum, plana",PM,mc30,Approved,2003,57.0,Classical albedo feature name.,0,0,0,0,0,0,0,0,0,0,6,542,2,636,549,4,5,0,5,2,10,295,3,362,308,17,146,3,162,146,5,8,0,10,10,42,912,48,1175,1015,0
369,Argyre,Mars,0.0,-44.66,-25.0,-44.66,-44.66,-25.0,-25.0,Europe,Greek,Albedo Feature,AL,mc26,Approved,1958,60.0,"""Silver"" Island at mouth of Ganges River; present-day Arakan, Burma.",6,16,0,16,14,42,802,13,936,807,126,2481,74,3681,3162,98,806,5,896,726,172,3343,310,6465,5859,93,751,95,1149,1028,46,119,9,144,135,584,6434,1353,13287,11731,1
370,Argyre Cavi,Mars,72.33,-48.31,-40.12,-47.74,-48.94,-39.41,-40.89,Europe,Greek,"Cavus, cavi",CB,mc26,Approved,1991,57.0,Albedo name.,3,15,0,15,13,6,281,1,302,272,18,1273,7,1633,1408,12,311,0,321,269,22,753,14,1011,903,35,378,47,568,498,17,38,2,46,43,113,2537,217,3896,3406,0
15236,Argyre Mons,Mars,60.58,-50.37,-48.09,-49.87,-50.89,-47.42,-48.73,Europe,Greek,"Mons, montes",MO,mc26,Approved,"Feb 18, 2014",71.0,Classical albedo feature name.,0,0,0,0,0,16,315,4,334,297,0,0,0,0,0,27,285,1,317,235,70,2365,88,3731,3422,41,489,30,633,563,30,93,4,104,97,240,4252,502,7489,6645,1
371,Argyre Planitia,Mars,892.93,-49.84,-43.31,-42.44,-57.29,-33.38,-53.88,Europe,Greek,"Planitia, planitiae",PL,mc26,Approved,1973,57.0,Classical albedo feature name.,0,0,0,0,0,14,386,2,411,358,56,1838,44,2725,2338,24,314,0,330,283,95,2509,159,4224,3779,51,473,39,655,586,30,82,8,93,90,271,4601,672,8438,7434,1
372,Argyre Rupes,Mars,335.42,-62.15,-68.75,-59.88,-64.43,-65.74,-71.42,Europe,Greek,"Rupes, rupēs",RU,mc25,Approved,1973,57.0,Classical albedo feature name.,0,0,0,0,0,0,0,0,0,0,13,483,2,565,495,5,130,0,131,75,5,425,2,449,400,2,112,0,112,95,2,1,0,1,1,27,1056,6,1258,1066,0
375,Ariadnes Colles,Mars,188.01,-34.5,172.78,-33.2,-36.13,174.81,170.97,Europe,Greek,"Collis, colles",CO,mc29,Approved,1982,57.0,Classical albedo feature name.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,5,34,2,34,29,2,3,0,3,3,8,38,3,38,33,0
377,Arica,Mars,15.77,-23.8,110.24,-23.67,-23.93,110.39,110.09,South and Central America,Colombia,"Crater, craters",AA,mc22,Approved,1991,74.0,Town in Colombia.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,0,0,0,0,0,1,3,0,3,3,0
14927,Arima,Mars,53.59,-15.84,-63.68,-15.39,-16.3,-63.21,-64.14,South and Central America,Trinidad and Tobago,"Crater, craters",AA,mc18,Approved,"Feb 22, 2012",74.0,Town in Trinidad and Tobago.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0
378,Arimanes Rupes,Mars,192.67,-9.84,-147.7,-8.31,-11.33,-147.15,-147.84,Asia,Persian,"Rupes, rupēs",RU,mc16,Approved,1985,56.0,Albedo feature; classical Persian deity of wickedness.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,Arkhangelsky,Mars,116.83,-41.09,-24.79,-40.1,-42.07,-23.47,-26.09,Europe,Russia,"Crater, craters",AA,mc26,Approved,1979,68.0,A.D.; Russian geologist.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,58,1,61,58,0,0,0,0,0,0,0,0,0,0,2,58,1,61,58,0
388,Arnon,Mars,0.0,47.66,25.0,47.66,47.66,25.0,25.0,Europe,Greek,Albedo Feature,AL,mc05,Approved,1958,60.0,"Classical name for present El-Mojib River, Jordan.",3,6,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,6,4,0
389,Arnus Vallis,Mars,311.61,13.97,70.61,16.38,11.95,71.24,69.5,Europe,Italy,"Vallis, valles",VA,mc13,Approved,1982,56.0,"Classical and present day Arno River in Tuscany, Italy (previously named Arena Rupes).",0,0,0,0,0,0,0,0,0,0,1,5,0,5,4,0,0,0,0,0,1,10,0,10,9,2,27,0,27,19,0,0,0,0,0,4,36,1,42,32,0
390,Aromatum Chaos,Mars,72.8,-1.03,-42.97,-0.71,-1.52,-42.36,-43.58,Europe,Latin,"Chaos, chaoses",CH,mc19,Approved,1979,57.0,Classical albedo feature name.,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,154,15,248,229,5,29,0,29,27,2,1,0,1,1,27,240,31,363,339,0
392,Arrhenius,Mars,122.72,-40.04,122.71,-39.01,-41.08,124.06,121.35,Europe,Sweden,"Crater, craters",AA,mc29,Approved,1973,68.0,Svante; Swedish physical chemist (1859-1927).,1,0,0,0,0,13,219,4,243,216,20,1017,4,1122,970,17,338,5,368,323,34,853,5,928,815,12,79,3,91,87,5,32,0,32,31,102,2389,32,2784,2442,0
393,Arsia Chasmata,Mars,97.06,-7.47,-119.35,-6.67,-8.27,-118.63,-120.1,Europe,Latin,"Chasma, chasmata",CM,mc17,Approved,1991,57.0,Albedo name.,0,0,0,0,0,6,211,1,218,195,16,612,1,656,547,3,44,1,46,39,31,1261,22,1702,1520,15,173,3,188,168,2,3,0,3,3,73,2061,82,2813,2472,1
394,Arsia Mons,Mars,470.0,-8.26,-120.09,-4.72,-11.57,-116.18,-123.73,Europe,Latin,"Mons, montes",MO,mc17,Approved,1973,57.0,Arsia Silva-classical albedo feature name.,0,0,0,0,0,61,1419,65,1978,1675,0,0,0,0,0,78,630,19,770,622,106,2519,163,4255,3663,51,432,35,572,528,23,39,4,45,44,424,5033,1029,10120,8598,1
395,Arsia Sulci,Mars,500.0,-6.29,-129.81,-2.37,-10.76,-126.03,-130.51,Europe,Latin,"Sulcus, sulci",SU,mc17,Approved,1991,57.0,Albedo name.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,51,0,51,46,1,34,0,34,34,2,2,0,2,2,6,88,0,88,83,0
396,Arsinoes Chaos,Mars,200.08,-7.66,-27.92,-6.37,-9.29,-26.08,-29.05,Europe,Greek,"Chaos, chaoses",CH,mc19,Approved,1982,57.0,Daughter of Ptolomy Lagun and Bernice.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,42,39,0,0,0,0,0,1,1,0,1,1,2,43,0,43,40,0
397,Arta,Mars,3.96,21.38,-54.29,21.42,21.35,-54.25,-54.32,Europe,Russia,"Crater, craters",AA,mc10,Approved,1988,36.0,Town in Russia.,0,0,0,0,0,3,171,0,174,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,171,0,174,148,0
15166,Artik,Mars,5.36,-34.8,130.98,-34.76,-34.85,131.04,130.93,Asia,Armenian,"Crater, craters",AA,mc29,Approved,"Aug 30, 2013",74.0,Town in Armenia.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,Artynia Catena,Mars,279.28,47.69,-119.45,50.02,45.36,-119.44,-119.7,Europe,Latin,"Catena, catenae",CA,mc03,Approved,1985,57.0,"Named for classical albedo feature at 54N, 137W.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15125,Asau,Mars,25.05,-3.63,154.68,-3.43,-3.83,154.89,154.47,Oceania,Tuvalu,"Crater, craters",AA,mc23,Approved,"Jun 3, 2013",74.0,Village in Tuvalu.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,14,7,0,0,0,0,0,1,14,0,14,7,0
415,Ascraeus Chasmata,Mars,105.2,8.77,-105.63,9.58,7.77,-104.74,-106.43,Europe,Latin,"Chasma, chasmata",CM,mc09,Approved,1991,57.0,Classical albedo name.,0,0,0,0,0,5,211,1,218,195,13,810,2,885,756,5,14,0,15,14,15,491,9,628,569,8,94,1,98,86,1,1,0,1,1,47,1487,33,1845,1621,0
416,Ascraeus Mensa,Mars,34.86,11.72,-107.89,12.03,11.44,-107.74,-108.06,Europe,Latin,"Mensa, mensae",MN,mc09,Approved,1991,57.0,Classical albedo name.,0,0,0,0,0,4,79,1,83,68,9,758,2,866,721,1,4,0,4,4,6,697,1,716,564,3,47,0,47,39,2,2,0,2,2,25,1471,11,1718,1398,0
417,Ascraeus Mons,Mars,456.4,11.92,-104.08,15.66,8.18,-101.0,-107.51,Europe,Latin,"Mons, montes",MO,mc09,Approved,1973,57.0,Ascraeus Lacus-classical albedo feature name.,0,0,0,0,0,35,787,28,996,840,105,1919,70,2802,2315,62,1420,13,1686,1374,62,1809,79,2566,2244,23,228,6,268,247,13,30,0,32,32,301,4686,582,8351,7053,0
418,Ascraeus Sulci,Mars,138.7,12.06,-108.75,13.15,11.02,-107.71,-109.14,Europe,Latin,"Sulcus, sulci",SU,mc09,Approved,1991,57.0,Classical albedo name.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0,34,34,2,2,0,2,2,4,37,0,37,37,0
419,Ascuris Planum,Mars,617.66,40.59,-80.78,43.94,36.28,-73.76,-86.24,Europe,Greek,"Planum, plana",PM,mc03,Approved,1991,57.0,Classical albedo name.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0
14567,Asimov,Mars,80.82,-46.97,4.93,-46.29,-47.65,5.92,3.92,North America,United States,"Crater, craters",AA,mc27,Approved,"May 4, 2009",139.0,Isaac; American biochemist and writer (1920-1992).,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,59,0,59,56,7,46,2,64,54,2,7,0,7,7,14,111,2,130,117,0
432,Asopus Vallis,Mars,40.82,-4.29,-149.61,-4.01,-4.62,-149.46,-149.63,Europe,Greek,"Vallis, valles",VA,mc16,Approved,1985,56.0,"Classical name for modern Hagios River, Greece.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,6,0,6,4,0
434,Aspen,Mars,18.48,-21.39,-23.15,-21.23,-21.54,-22.98,-23.31,North America,United States,"Crater, craters",AA,mc19,Approved,1976,36.0,"Town in Colorado, USA.",0,0,0,0,0,2,58,0,58,46,1,50,0,50,43,0,0,0,0,0,1,20,0,20,19,1,17,0,17,15,1,0,0,0,0,6,145,0,145,123,0
14279,Aspledon Undae,Mars,215.2,73.06,-50.35,75.14,71.47,-44.96,-54.17,Europe,Greek,"Unda, undae",UN,mc01,Approved,"Mar 20, 2007",71.0,Classical albedo feature name.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,Astapus Colles,Mars,597.0,35.46,88.08,38.35,31.35,92.67,81.77,Europe,Greek,"Collis, colles",CO,mc06,Approved,1985,57.0,"From albedo feature at 35N, 269W.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,71,1,93,82,6,47,1,51,44,3,1,0,1,1,13,104,17,145,127,0
453,Athabasca Valles,Mars,270.0,8.54,155.01,10.04,7.22,156.78,153.17,North America,Canada,"Vallis, valles",VA,mc15,Approved,1997,129.0,River in Canada. (Changed from Athabasca Vallis.),0,0,0,0,0,0,0,0,0,0,1,48,0,48,38,0,0,0,0,0,58,1213,111,1993,1803,42,275,34,350,307,5,5,0,5,5,107,1384,274,2397,2154,0
15693,Athena Patera,Mars,19.0,18.74,-132.82,18.88,18.59,-132.67,-132.98,Europe,Greek,"Patera, paterae",PE,mc09,Approved,"Oct 16, 2017",174.0,"Greek goddess of wisdom, one of the Olympians, daughter of Zeus.",0,0,0,0,0,1,0,0,0,0,3,9,0,10,10,0,0,0,0,0,33,1096,63,1551,1407,9,238,3,251,223,1,11,0,11,11,47,1265,87,1823,1651,0
457,Atlantis Chaos,Mars,181.37,-34.28,-177.31,-32.76,-35.78,-175.88,-179.06,Europe,Greek,"Chaos, chaoses",CH,mc24,Approved,1985,57.0,"From albedo feature at 30N, 173W.",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,5,131,0,136,110,6,62,1,64,53,4,5,0,5,5,18,188,8,208,170,0
460,Atrax Dorsum,Mars,33.86,38.19,-89.0,38.36,38.05,-88.71,-89.31,Europe,Greek,"Dorsum, dorsa",DO,mc03,Dropped,1991,56.0,Classical town.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15243,Atrax Fossa,Mars,34.42,38.19,-88.98,38.37,38.05,-88.69,-89.3,Europe,Greek,"Fossa, fossae",FO,mc03,Approved,"May 30, 2014",56.0,Classical town.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15265,Auce,Mars,37.01,-27.17,80.14,-26.85,-27.48,80.48,79.8,Europe,Latvia,"Crater, craters",AA,mc21,Approved,"Oct 12, 2014",74.0,Town in Latvia.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15367,Auki,Mars,40.0,-15.76,96.87,-15.44,-16.08,97.21,96.54,Oceania,Solomon Islands,"Crater, craters",AA,mc22,Approved,"Aug 14, 2015",36.0,Town in the Solomon Islands.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,Auqakuh Vallis,Mars,347.0,30.25,60.41,32.5,27.36,61.9,59.86,South and Central America,Inca,"Vallis, valles",VA,mc06,Approved,1973,62.0,Word for 'Mars' in Quechua (Inca).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,340,0,340,318,1,0,0,0,0,1,2,0,2,2,7,443,2,450,420,0
473,Aureum Chaos,Mars,351.03,-3.89,-26.96,-1.27,-6.47,-24.27,-30.08,Europe,Latin,"Chaos, chaoses",CH,mc19,Approved,1976,57.0,Classical albedo feature name.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,294,7,353,299,15,100,12,112,107,5,7,0,7,7,39,594,43,727,631,0
475,Aurorae Chaos,Mars,713.92,-8.47,-34.81,-4.67,-12.22,-28.89,-40.87,Europe,Latin,"Chaos, chaoses",CH,mc19,Approved,1991,57.0,Classical albedo name.,1,1,0,1,1,2,37,0,38,35,4,2,0,2,2,3,108,0,108,103,8,172,3,199,178,14,134,4,143,129,3,5,0,5,5,35,427,14,496,453,0
476,Aurorae Planum,Mars,564.49,-10.41,-48.62,-8.56,-14.17,-43.63,-53.05,Europe,Latin,"Planum, plana",PM,mc18,Approved,1973,57.0,Classical albedo feature name.,0,0,0,0,0,4,152,0,156,146,0,0,0,0,0,3,13,0,13,12,8,161,3,186,166,17,162,3,176,157,4,7,0,7,7,37,458,16,539,489,0
477,Aurorae Sinus,Mars,0.0,-14.83,-50.0,-14.83,-14.83,-50.0,-50.0,Europe,Latin,Albedo Feature,AL,mc18,Approved,1958,60.0,"""Bay of Rosy Dawn""; Aurora held back the dawn.",8,16,0,16,14,10,216,0,225,208,6,23,0,23,21,8,26,0,30,25,5,23,1,23,22,9,126,2,133,117,0,0,0,0,0,46,422,7,450,407,0
